reactor_id,timestamp,temperature,pressure,reaction_rate,cooling_efficiency,temp_rate_of_change,label,temp_rolling_avg,pressure_rolling_avg,temp_acceleration,pressure_temp_ratio,cooling_danger
B,69,115.3,4.17,0.51,0.96,0.19,SAFE,115.26,4.19,0.213,0.0362,4.61
B,70,115.6,4.14,0.44,0.92,0.224,SAFE,115.37,4.18,0.034,0.0358,9.25
B,71,115.66,4.1,0.58,0.95,-0.129,SAFE,115.45,4.16,-0.353,0.0354,5.78
B,72,115.92,4.07,0.6,0.84,-0.038,SAFE,115.6,4.13,0.091,0.0351,18.55
B,73,116.37,4.04,0.49,0.87,-0.284,SAFE,115.77,4.1,-0.246,0.0347,15.13
B,74,115.92,4.05,0.44,0.97,-0.075,SAFE,115.89,4.08,0.209,0.0349,3.48
B,75,115.45,4.09,0.58,0.92,0.175,SAFE,115.86,4.07,0.25,0.0354,9.24
B,76,115.09,4.07,0.58,0.92,-0.217,SAFE,115.75,4.06,-0.392,0.0354,9.21
B,77,115.29,4.06,0.38,0.83,-0.146,SAFE,115.62,4.06,0.071,0.0352,19.6
B,78,115.63,4.07,0.55,0.9,-0.233,SAFE,115.48,4.07,-0.087,0.0352,11.56
B,79,115.41,4.05,0.39,0.88,0.176,SAFE,115.37,4.07,0.409,0.0351,13.85
B,80,136.47,4.74,0.58,0.77,1.195,WARNING,119.58,4.2,1.019,0.0347,31.39
B,81,137.13,4.8,0.73,0.77,0.944,WARNING,123.99,4.34,-0.251,0.035,31.54
B,82,138.05,4.92,0.81,0.76,0.428,WARNING,128.54,4.52,-0.516,0.0356,33.13
B,83,139.14,5.02,0.71,0.76,1.782,WARNING,133.24,4.71,1.354,0.0361,33.39
B,84,140.15,5.14,0.64,0.76,1.772,WARNING,138.19,4.92,-0.01,0.0367,33.64
B,85,141.63,5.22,0.73,0.75,1.399,WARNING,139.22,5.02,-0.373,0.0369,35.41
B,86,143.03,5.3,0.71,0.75,0.367,WARNING,140.4,5.12,-1.032,0.0371,35.76
B,87,143.6,5.43,0.75,0.74,0.997,WARNING,141.51,5.22,0.63,0.0378,37.34
B,88,145.11,5.49,0.69,0.73,1.464,WARNING,142.7,5.32,0.467,0.0378,39.18
B,89,145.48,5.56,0.8,0.73,0.363,WARNING,143.77,5.4,-1.101,0.0382,39.28
B,90,147.26,5.66,0.76,0.72,0.68,WARNING,144.9,5.49,0.317,0.0384,41.23
B,91,148.1,5.79,0.66,0.72,1.599,WARNING,145.91,5.59,0.919,0.0391,41.47
B,92,148.95,5.93,0.79,0.72,1.415,WARNING,146.98,5.69,-0.184,0.0398,41.71
B,93,150.71,6.03,0.8,0.71,1.046,WARNING,148.1,5.79,-0.369,0.04,43.71
B,94,152.21,6.15,0.72,0.71,0.418,WARNING,149.45,5.91,-0.628,0.0404,44.14
B,95,153.33,6.23,0.74,0.7,0.42,WARNING,150.66,6.03,0.002,0.0406,46.0
B,96,154.54,6.33,0.66,0.69,1.335,WARNING,151.95,6.13,0.915,0.041,47.91
B,97,156.14,6.41,0.65,0.69,1.797,WARNING,153.39,6.23,0.462,0.0411,48.4
B,98,157.86,6.47,0.67,0.68,1.256,WARNING,154.82,6.32,-0.541,0.041,50.52
B,99,159.18,6.61,0.73,0.68,0.514,WARNING,156.21,6.41,-0.742,0.0415,50.94
B,100,159.53,6.67,0.67,0.67,1.468,WARNING,157.45,6.5,0.954,0.0418,52.64
B,101,160.68,6.78,0.81,0.66,1.319,WARNING,158.68,6.59,-0.149,0.0422,54.63
B,102,162.13,6.89,0.68,0.66,1.094,WARNING,159.88,6.68,-0.225,0.0425,55.12
B,103,162.8,6.95,0.7,0.65,1.404,WARNING,160.86,6.78,0.31,0.0427,56.98
B,104,163.95,7.03,0.69,0.65,0.69,WARNING,161.82,6.86,-0.714,0.0429,57.38
B,105,164.67,7.17,0.61,0.64,1.037,WARNING,162.85,6.96,0.347,0.0435,59.28
B,106,165.65,7.31,0.6,0.63,0.968,WARNING,163.84,7.07,-0.069,0.0441,61.29
B,107,167.22,7.39,0.6,0.63,0.821,WARNING,164.86,7.17,-0.147,0.0442,61.87
B,108,168.86,7.52,0.8,0.62,1.368,WARNING,166.07,7.28,0.547,0.0445,64.17
B,109,170.35,7.63,0.63,0.61,0.482,WARNING,167.35,7.4,-0.886,0.0448,66.44
B,110,171.83,7.68,0.67,0.61,1.131,WARNING,168.78,7.51,0.649,0.0447,67.01
B,111,172.96,7.79,0.65,0.6,0.429,WARNING,170.24,7.6,-0.702,0.045,69.18
B,112,174.34,7.89,0.78,0.6,1.454,WARNING,171.67,7.7,1.025,0.0453,69.74
B,113,176.1,8.01,0.74,0.59,0.975,WARNING,173.12,7.8,-0.479,0.0455,72.2
B,114,177.71,8.13,0.62,0.59,1.26,WARNING,174.59,7.9,0.285,0.0457,72.86
B,115,178.66,8.28,0.61,0.58,0.383,WARNING,175.95,8.02,-0.877,0.0463,75.04
B,116,179.21,8.36,0.66,0.58,1.364,WARNING,177.2,8.13,0.981,0.0466,75.27
B,117,180.85,8.49,0.73,0.57,0.676,WARNING,178.51,8.25,-0.688,0.0469,77.77
B,118,181.34,8.57,0.7,0.56,1.1,WARNING,179.55,8.37,0.424,0.0473,79.79
B,119,183.05,8.64,0.75,0.56,1.288,WARNING,180.62,8.47,0.188,0.0472,80.54
B,120,184.62,8.74,0.59,0.55,1.538,WARNING,181.81,8.56,0.25,0.0473,83.08
B,121,185.88,8.85,0.76,0.55,1.277,WARNING,183.15,8.66,-0.261,0.0476,83.65
B,122,187.14,8.95,0.65,0.54,1.241,WARNING,184.41,8.75,-0.036,0.0478,86.08
B,123,188.16,9.08,0.65,0.54,1.327,WARNING,185.77,8.85,0.086,0.0483,86.55
B,124,188.55,9.18,0.63,0.53,1.026,WARNING,186.87,8.96,-0.301,0.0487,88.62
B,125,189.32,9.3,0.79,0.53,1.401,WARNING,187.81,9.07,0.375,0.0491,88.98
B,126,189.82,9.39,0.66,0.52,1.142,WARNING,188.6,9.18,-0.259,0.0495,91.11
B,127,190.52,9.46,0.65,0.51,0.445,WARNING,189.27,9.28,-0.697,0.0497,93.35
B,128,191.74,9.53,0.62,0.51,1.598,WARNING,189.99,9.37,1.153,0.0497,93.95
B,129,192.91,9.62,0.7,0.5,1.445,WARNING,190.86,9.46,-0.153,0.0499,96.46
B,130,193.96,9.7,0.81,0.5,0.335,WARNING,191.79,9.54,-1.11,0.05,96.98
B,131,195.71,9.77,0.59,0.5,0.829,WARNING,192.97,9.62,0.494,0.0499,97.86
B,132,197.33,9.88,0.71,0.5,1.006,WARNING,194.33,9.7,0.177,0.0501,98.66
B,133,198.28,10.02,0.76,0.5,1.391,WARNING,195.64,9.8,0.385,0.0505,99.14
B,134,199.18,10.13,0.71,0.5,0.592,WARNING,196.89,9.9,-0.799,0.0509,99.59
B,135,200.23,10.26,0.82,0.5,0.72,WARNING,198.15,10.01,0.128,0.0512,100.12
B,136,200.71,10.4,0.77,0.5,0.891,WARNING,199.15,10.14,0.171,0.0518,100.36
B,137,202.42,10.53,0.7,0.5,0.599,WARNING,200.16,10.27,-0.292,0.052,101.21
B,138,202.79,10.59,0.69,0.5,0.8,WARNING,201.07,10.38,0.201,0.0522,101.4
B,139,204.0,10.69,0.73,0.5,0.792,WARNING,202.03,10.49,-0.008,0.0524,102.0
B,140,165.15,7.8,0.87,0.44,3.697,CRITICAL,195.01,10.0,2.905,0.0472,92.48
B,141,170.96,8.21,0.96,0.43,3.699,CRITICAL,189.06,9.56,0.002,0.048,97.45
B,142,174.94,8.68,0.96,0.41,4.835,CRITICAL,183.57,9.19,1.136,0.0496,103.21
B,143,180.34,9.15,0.99,0.41,4.398,CRITICAL,179.08,8.91,-0.437,0.0507,106.4
B,144,185.97,9.66,0.92,0.39,5.386,CRITICAL,175.47,8.7,0.988,0.0519,113.44
B,145,189.15,10.12,0.83,0.38,5.865,CRITICAL,180.27,9.16,0.479,0.0535,117.27
B,146,194.37,10.33,0.8,0.37,2.94,CRITICAL,184.95,9.59,-2.925,0.0531,122.45
B,147,198.13,10.59,0.95,0.36,4.142,CRITICAL,189.59,9.97,1.202,0.0534,126.8
B,148,204.31,11.14,0.83,0.34,2.749,CRITICAL,194.39,10.37,-1.393,0.0545,134.84
B,149,207.64,11.47,0.86,0.33,4.602,CRITICAL,198.72,10.73,1.853,0.0552,139.12
B,150,210.83,12.03,0.95,0.32,3.917,CRITICAL,203.06,11.11,-0.685,0.0571,143.36
B,151,216.22,12.49,0.84,0.31,4.94,CRITICAL,207.43,11.54,1.023,0.0578,149.19
B,152,219.7,12.91,0.86,0.31,6.392,CRITICAL,211.74,12.01,1.452,0.0588,151.59
B,153,223.36,13.2,0.87,0.29,3.768,CRITICAL,215.55,12.42,-2.624,0.0591,158.59
B,154,229.59,13.71,0.94,0.29,2.987,CRITICAL,219.94,12.87,-0.781,0.0597,163.01
B,155,233.61,14.31,0.96,0.27,6.318,CRITICAL,224.5,13.32,3.331,0.0613,170.54
B,156,237.27,14.62,0.89,0.26,3.885,CRITICAL,228.71,13.75,-2.433,0.0616,175.58
B,157,240.8,15.01,0.99,0.25,4.654,CRITICAL,232.93,14.17,0.769,0.0623,180.6
B,158,246.09,15.27,0.85,0.24,4.847,CRITICAL,237.47,14.58,0.193,0.0621,187.03
B,159,251.26,15.68,0.88,0.23,2.71,CRITICAL,241.81,14.98,-2.137,0.0624,193.47
B,160,256.63,15.92,0.91,0.22,2.521,CRITICAL,246.41,15.3,-0.189,0.062,200.17
B,161,262.85,16.28,0.9,0.2,6.014,CRITICAL,251.53,15.63,3.493,0.0619,210.28
B,162,266.15,16.87,0.98,0.2,5.084,CRITICAL,256.6,16.0,-0.93,0.0634,212.92
B,163,269.01,17.3,0.99,0.19,5.392,CRITICAL,261.18,16.41,0.308,0.0643,217.9
B,164,275.16,17.57,0.98,0.17,3.203,CRITICAL,265.96,16.79,-2.189,0.0639,228.38
B,165,281.65,17.93,0.99,0.16,6.246,CRITICAL,270.96,17.19,3.043,0.0637,236.59
B,166,287.85,18.48,0.82,0.16,4.772,CRITICAL,275.96,17.63,-1.474,0.0642,241.79
B,167,294.28,18.79,0.9,0.14,4.673,CRITICAL,281.59,18.01,-0.099,0.0639,253.08
B,168,300.54,19.33,0.82,0.13,3.271,CRITICAL,287.9,18.42,-1.402,0.0643,261.47
B,169,303.69,19.72,0.95,0.12,3.245,CRITICAL,293.6,18.85,-0.026,0.0649,267.25
B,170,309.35,20.14,0.97,0.11,3.202,CRITICAL,299.14,19.29,-0.043,0.0651,275.32
B,171,315.44,20.67,0.93,0.1,2.847,CRITICAL,304.66,19.73,-0.355,0.0655,283.9
B,172,318.68,20.93,0.85,0.1,3.492,CRITICAL,309.54,20.16,0.645,0.0657,286.81
B,173,322.12,21.43,0.94,0.1,3.708,CRITICAL,313.86,20.58,0.216,0.0665,289.91
B,174,324.67,21.89,0.82,0.1,2.748,CRITICAL,318.05,21.01,-0.96,0.0674,292.2
B,175,328.39,22.26,0.94,0.1,6.08,CRITICAL,321.86,21.44,3.332,0.0678,295.55
B,176,332.14,22.5,0.92,0.1,3.68,CRITICAL,325.2,21.8,-2.4,0.0677,298.93
B,177,335.51,22.76,0.92,0.1,5.491,CRITICAL,328.57,22.17,1.811,0.0678,301.96
B,178,339.68,23.18,0.93,0.1,4.65,CRITICAL,332.08,22.52,-0.841,0.0682,305.71
B,179,343.05,23.47,0.82,0.1,5.993,CRITICAL,335.75,22.83,1.343,0.0684,308.74
B,180,347.34,23.96,0.81,0.1,4.757,CRITICAL,339.54,23.17,-1.236,0.069,312.61
B,181,352.03,24.36,0.87,0.1,3.099,CRITICAL,343.52,23.55,-1.658,0.0692,316.83
B,182,356.61,24.61,0.82,0.1,4.833,CRITICAL,347.74,23.92,1.734,0.069,320.95
B,183,361.15,25.13,0.89,0.1,4.553,CRITICAL,352.04,24.31,-0.28,0.0696,325.03
B,184,363.88,25.51,0.88,0.1,5.393,CRITICAL,356.2,24.71,0.84,0.0701,327.49
B,185,369.65,26.01,0.87,0.1,2.681,CRITICAL,360.66,25.12,-2.712,0.0704,332.68
B,186,372.4,26.61,0.99,0.1,2.776,CRITICAL,364.74,25.57,0.095,0.0715,335.16
B,187,375.03,26.97,1.0,0.1,5.563,CRITICAL,368.42,26.05,2.787,0.0719,337.53
B,188,380.11,27.34,0.97,0.1,4.03,CRITICAL,372.21,26.49,-1.533,0.0719,342.1
B,189,386.24,27.69,0.91,0.1,5.147,CRITICAL,376.69,26.92,1.117,0.0717,347.62
B,190,391.35,28.03,0.91,0.1,4.649,CRITICAL,381.03,27.33,-0.498,0.0716,352.22
B,191,396.77,28.32,0.86,0.1,2.591,CRITICAL,385.9,27.67,-2.058,0.0714,357.09
B,192,401.96,28.74,0.85,0.1,5.793,CRITICAL,391.29,28.02,3.202,0.0715,361.76
B,193,405.84,29.05,0.82,0.1,5.4,CRITICAL,396.43,28.37,-0.393,0.0716,365.26
B,194,411.58,29.42,0.8,0.1,6.035,CRITICAL,401.5,28.71,0.635,0.0715,370.42
B,195,414.91,29.66,0.94,0.1,4.891,CRITICAL,406.21,29.04,-1.144,0.0715,373.42
B,196,417.6,30.15,0.84,0.1,3.437,CRITICAL,410.38,29.4,-1.454,0.0722,375.84
B,197,423.56,30.37,0.96,0.1,3.657,CRITICAL,414.7,29.73,0.22,0.0717,381.2
B,198,428.98,30.7,0.86,0.1,5.19,CRITICAL,419.33,30.06,1.533,0.0716,386.08
B,199,432.69,30.96,0.86,0.1,3.384,CRITICAL,423.55,30.37,-1.806,0.0716,389.42
C,0,111.29,4.21,0.53,0.88,-0.003,SAFE,111.29,4.21,0.0,0.0378,13.35
C,1,111.77,4.25,0.54,0.94,-0.109,SAFE,111.53,4.23,-0.106,0.038,6.71
C,2,111.68,4.21,0.47,0.93,-0.016,SAFE,111.58,4.22,0.093,0.0377,7.82
C,3,112.03,4.19,0.55,0.94,0.249,SAFE,111.69,4.22,0.265,0.0374,6.72
C,4,112.09,4.24,0.51,0.84,-0.154,SAFE,111.77,4.22,-0.403,0.0378,17.93
C,5,111.8,4.26,0.6,0.95,-0.245,SAFE,111.87,4.23,-0.091,0.0381,5.59
C,6,112.02,4.22,0.44,0.92,0.062,SAFE,111.92,4.22,0.307,0.0377,8.96
C,7,112.4,4.19,0.56,0.93,0.035,SAFE,112.07,4.22,-0.027,0.0373,7.87
C,8,112.38,4.23,0.46,0.96,-0.291,SAFE,112.14,4.23,-0.326,0.0376,4.5
C,9,112.81,4.28,0.41,0.97,-0.013,SAFE,112.28,4.24,0.278,0.0379,3.38
C,10,112.56,4.29,0.43,0.96,0.031,SAFE,112.43,4.24,0.044,0.0381,4.5
C,11,112.83,4.28,0.51,0.87,-0.143,SAFE,112.6,4.25,-0.174,0.0379,14.67
C,12,112.84,4.27,0.4,0.97,-0.018,SAFE,112.68,4.27,0.125,0.0378,3.39
C,13,113.18,4.32,0.47,0.88,0.038,SAFE,112.84,4.29,0.056,0.0382,13.58
C,14,112.9,4.28,0.44,0.96,0.047,SAFE,112.86,4.29,0.009,0.0379,4.52
C,15,112.82,4.25,0.46,0.88,0.2,SAFE,112.91,4.28,0.153,0.0377,13.54
C,16,112.82,4.26,0.54,0.86,0.193,SAFE,112.91,4.28,-0.007,0.0378,15.79
C,17,113.29,4.28,0.5,0.85,0.177,SAFE,113.0,4.28,-0.016,0.0378,16.99
C,18,112.96,4.3,0.5,0.96,0.025,SAFE,112.96,4.27,-0.152,0.0381,4.52
C,19,113.1,4.25,0.39,0.95,0.267,SAFE,113.0,4.27,0.242,0.0376,5.66
C,20,113.27,4.28,0.48,0.95,-0.161,SAFE,113.09,4.27,-0.428,0.0378,5.66
C,21,113.47,4.23,0.5,0.88,0.071,SAFE,113.22,4.27,0.232,0.0373,13.62
C,22,113.64,4.24,0.5,0.89,-0.296,SAFE,113.29,4.26,-0.367,0.0373,12.5
C,23,113.69,4.19,0.51,0.86,0.286,SAFE,113.43,4.24,0.582,0.0369,15.92
C,24,113.21,4.23,0.54,0.94,0.246,SAFE,113.46,4.23,-0.04,0.0374,6.79
C,25,112.82,4.18,0.42,0.85,0.016,SAFE,113.37,4.21,-0.23,0.0371,16.92
C,26,113.13,4.16,0.48,0.88,-0.056,SAFE,113.3,4.2,-0.072,0.0368,13.58
C,27,113.2,4.21,0.43,0.92,0.209,SAFE,113.21,4.19,0.265,0.0372,9.06
C,28,113.35,4.25,0.56,0.83,-0.072,SAFE,113.14,4.21,-0.281,0.0375,19.27
C,29,113.4,4.2,0.38,0.85,-0.0,SAFE,113.18,4.2,0.072,0.037,17.01
C,30,113.34,4.23,0.52,0.95,-0.243,SAFE,113.28,4.21,-0.243,0.0373,5.67
C,31,113.37,4.18,0.43,0.95,0.233,SAFE,113.33,4.21,0.476,0.0369,5.67
C,32,113.34,4.14,0.4,0.96,0.24,SAFE,113.36,4.2,0.007,0.0365,4.53
C,33,113.4,4.09,0.6,0.87,0.277,SAFE,113.37,4.17,0.037,0.0361,14.74
C,34,113.49,4.12,0.55,0.88,-0.254,SAFE,113.39,4.15,-0.531,0.0363,13.62
C,35,113.15,4.09,0.58,0.88,0.238,SAFE,113.35,4.12,0.492,0.0361,13.58
C,36,112.99,4.12,0.41,0.97,0.134,SAFE,113.27,4.11,-0.104,0.0365,3.39
C,37,112.99,4.17,0.39,0.89,0.203,SAFE,113.2,4.12,0.069,0.0369,12.43
C,38,112.83,4.19,0.61,0.88,0.164,SAFE,113.09,4.14,-0.039,0.0371,13.54
C,39,112.36,4.17,0.62,0.89,-0.087,SAFE,112.86,4.15,-0.251,0.0371,12.36
C,40,112.8,4.16,0.54,0.92,-0.249,SAFE,112.79,4.16,-0.162,0.0369,9.02
C,41,112.92,4.19,0.55,0.83,-0.207,SAFE,112.78,4.18,0.042,0.0371,19.2
C,42,113.13,4.21,0.56,0.87,-0.236,SAFE,112.81,4.18,-0.029,0.0372,14.71
C,43,112.63,4.19,0.47,0.86,-0.22,SAFE,112.77,4.18,0.016,0.0372,15.77
C,44,112.32,4.18,0.51,0.88,-0.284,SAFE,112.76,4.19,-0.064,0.0372,13.48
C,45,112.17,4.14,0.52,0.87,-0.069,SAFE,112.63,4.18,0.215,0.0369,14.58
C,46,111.97,4.13,0.4,0.96,0.243,SAFE,112.44,4.17,0.312,0.0369,4.48
C,47,112.44,4.14,0.42,0.88,-0.217,SAFE,112.31,4.16,-0.46,0.0368,13.49
C,48,112.25,4.14,0.4,0.89,-0.047,SAFE,112.23,4.15,0.17,0.0369,12.35
C,49,112.23,4.09,0.44,0.86,0.075,SAFE,112.21,4.13,0.122,0.0364,15.71
C,50,112.32,4.06,0.41,0.87,0.269,SAFE,112.24,4.11,0.194,0.0361,14.6
C,51,112.16,4.08,0.57,0.87,-0.099,SAFE,112.28,4.1,-0.368,0.0364,14.58
C,52,112.47,4.11,0.61,0.84,-0.108,SAFE,112.29,4.1,-0.009,0.0365,18.0
C,53,112.92,4.08,0.46,0.96,0.281,SAFE,112.42,4.08,0.389,0.0361,4.52
C,54,112.71,4.1,0.5,0.91,-0.155,SAFE,112.52,4.09,-0.436,0.0364,10.14
C,55,112.59,4.13,0.47,0.84,0.038,SAFE,112.57,4.1,0.193,0.0367,18.01
C,56,112.68,4.14,0.54,0.9,0.272,SAFE,112.67,4.11,0.234,0.0367,11.27
C,57,112.64,4.16,0.49,0.86,0.116,SAFE,112.71,4.12,-0.156,0.0369,15.77
C,58,112.96,4.19,0.48,0.89,0.08,SAFE,112.72,4.14,-0.036,0.0371,12.43
C,59,112.7,4.2,0.55,0.94,-0.256,SAFE,112.71,4.16,-0.336,0.0373,6.76
C,60,113.19,4.2,0.48,0.9,0.252,SAFE,112.83,4.18,0.508,0.0371,11.32
C,61,113.38,4.21,0.57,0.87,0.237,SAFE,112.97,4.19,-0.015,0.0371,14.74
C,62,113.42,4.22,0.4,0.94,0.095,SAFE,113.13,4.2,-0.142,0.0372,6.81
C,63,113.28,4.23,0.39,0.97,0.106,SAFE,113.19,4.21,0.011,0.0373,3.4
C,64,113.18,4.26,0.61,0.88,-0.294,SAFE,113.29,4.22,-0.4,0.0376,13.58
C,65,112.93,4.26,0.5,0.91,0.045,SAFE,113.24,4.24,0.339,0.0377,10.16
C,66,112.88,4.25,0.57,0.91,0.0,SAFE,113.14,4.24,-0.045,0.0377,10.16
C,67,112.72,4.2,0.41,0.88,0.277,SAFE,113.0,4.24,0.277,0.0373,13.53
C,68,112.34,4.25,0.41,0.87,-0.027,SAFE,112.81,4.24,-0.304,0.0378,14.6
C,69,112.05,4.24,0.49,0.89,0.118,SAFE,112.58,4.24,0.145,0.0378,12.33
C,70,111.87,4.22,0.57,0.84,0.21,SAFE,112.37,4.23,0.092,0.0377,17.9
C,71,112.01,4.24,0.42,0.97,-0.154,SAFE,112.2,4.23,-0.364,0.0379,3.36
C,72,111.69,4.21,0.51,0.96,-0.161,SAFE,111.99,4.23,-0.007,0.0377,4.47
C,73,111.59,4.18,0.53,0.88,-0.282,SAFE,111.84,4.22,-0.121,0.0375,13.39
C,74,111.71,4.15,0.52,0.88,0.123,SAFE,111.77,4.2,0.405,0.0371,13.41
C,75,111.41,4.17,0.57,0.83,-0.239,SAFE,111.68,4.19,-0.362,0.0374,18.94
C,76,111.79,4.14,0.46,0.89,-0.143,SAFE,111.64,4.17,0.096,0.037,12.3
C,77,112.15,4.14,0.53,0.91,0.067,SAFE,111.73,4.16,0.21,0.0369,10.09
C,78,112.24,4.13,0.58,0.91,0.188,SAFE,111.86,4.15,0.121,0.0368,10.1
C,79,112.44,4.11,0.53,0.83,-0.22,SAFE,112.01,4.14,-0.408,0.0366,19.11
C,80,136.76,4.67,0.7,0.78,1.34,WARNING,117.08,4.24,1.56,0.0341,30.09
C,81,137.26,4.76,0.73,0.77,0.579,WARNING,122.17,4.36,-0.761,0.0347,31.57
C,82,138.53,4.91,0.7,0.76,1.132,WARNING,127.45,4.52,0.553,0.0354,33.25
C,83,139.3,5.0,0.67,0.76,0.38,WARNING,132.86,4.69,-0.752,0.0359,33.43
C,84,139.81,5.13,0.7,0.76,1.746,WARNING,138.33,4.89,1.366,0.0367,33.55
C,85,141.14,5.22,0.7,0.75,1.56,WARNING,139.21,5.0,-0.186,0.037,35.28
C,86,141.48,5.35,0.65,0.75,0.738,WARNING,140.05,5.12,-0.822,0.0378,35.37
C,87,142.04,5.45,0.76,0.74,1.414,WARNING,140.75,5.23,0.676,0.0384,36.93
C,88,142.5,5.51,0.78,0.74,1.463,WARNING,141.39,5.33,0.049,0.0387,37.05
C,89,144.04,5.56,0.71,0.73,1.378,WARNING,142.24,5.42,-0.085,0.0386,38.89
C,90,144.49,5.7,0.65,0.72,1.427,WARNING,142.91,5.51,0.049,0.0394,40.46
C,91,145.47,5.78,0.69,0.72,1.525,WARNING,143.71,5.6,0.098,0.0397,40.73
C,92,146.93,5.85,0.72,0.71,1.516,WARNING,144.69,5.68,-0.009,0.0398,42.61
C,93,148.3,5.97,0.61,0.7,0.549,WARNING,145.85,5.77,-0.967,0.0403,44.49
C,94,148.91,6.02,0.65,0.7,0.826,WARNING,146.82,5.86,0.277,0.0404,44.67
C,95,149.69,6.14,0.64,0.69,0.734,WARNING,147.86,5.95,-0.092,0.041,46.4
C,96,151.47,6.26,0.81,0.69,0.443,WARNING,149.06,6.05,-0.291,0.0413,46.96
C,97,153.15,6.41,0.61,0.68,1.601,WARNING,150.3,6.16,1.158,0.0419,49.01
C,98,153.82,6.53,0.76,0.67,1.543,WARNING,151.41,6.27,-0.058,0.0425,50.76
C,99,154.86,6.64,0.68,0.67,0.703,WARNING,152.6,6.4,-0.84,0.0429,51.1
C,100,156.11,6.78,0.7,0.66,0.44,WARNING,153.88,6.52,-0.263,0.0434,53.08
C,101,157.81,6.86,0.66,0.66,1.725,WARNING,155.15,6.64,1.285,0.0435,53.66
C,102,159.27,6.99,0.69,0.65,1.396,WARNING,156.37,6.76,-0.329,0.0439,55.74
C,103,160.11,7.04,0.63,0.65,1.102,WARNING,157.63,6.86,-0.294,0.044,56.04
C,104,160.73,7.12,0.66,0.64,1.543,WARNING,158.81,6.96,0.441,0.0443,57.86
C,105,161.88,7.22,0.74,0.64,0.816,WARNING,159.96,7.05,-0.727,0.0446,58.28
C,106,162.33,7.35,0.61,0.63,0.989,WARNING,160.86,7.14,0.173,0.0453,60.06
C,107,163.29,7.4,0.63,0.63,1.737,WARNING,161.67,7.23,0.748,0.0453,60.42
C,108,163.79,7.51,0.8,0.62,0.538,WARNING,162.4,7.32,-1.199,0.0459,62.24
C,109,165.07,7.59,0.8,0.62,0.858,WARNING,163.27,7.41,0.32,0.046,62.73
C,110,165.96,7.67,0.64,0.61,1.349,WARNING,164.09,7.5,0.491,0.0462,64.72
C,111,167.32,7.72,0.61,0.61,1.015,WARNING,165.09,7.58,-0.334,0.0461,65.25
C,112,168.64,7.77,0.78,0.6,1.343,WARNING,166.16,7.65,0.328,0.0461,67.46
C,113,169.57,7.83,0.67,0.59,0.406,WARNING,167.31,7.72,-0.937,0.0462,69.52
C,114,170.03,7.91,0.61,0.59,1.621,WARNING,168.3,7.78,1.215,0.0465,69.71
C,115,171.46,7.98,0.61,0.58,1.789,WARNING,169.4,7.84,0.168,0.0465,72.01
C,116,171.77,8.09,0.75,0.57,0.96,WARNING,170.29,7.92,-0.829,0.0471,73.86
C,117,172.3,8.18,0.79,0.57,1.33,WARNING,171.03,8.0,0.37,0.0475,74.09
C,118,172.75,8.31,0.67,0.56,1.184,WARNING,171.66,8.09,-0.146,0.0481,76.01
C,119,173.52,8.37,0.6,0.56,0.715,WARNING,172.36,8.19,-0.469,0.0482,76.35
C,120,174.72,8.48,0.75,0.55,1.468,WARNING,173.01,8.29,0.753,0.0485,78.62
C,121,176.01,8.56,0.7,0.54,1.077,WARNING,173.86,8.38,-0.391,0.0486,80.96
C,122,176.75,8.62,0.81,0.54,1.647,WARNING,174.75,8.47,0.57,0.0488,81.3
C,123,177.22,8.72,0.71,0.53,1.191,WARNING,175.64,8.55,-0.456,0.0492,83.29
C,124,179.0,8.86,0.79,0.52,0.498,WARNING,176.74,8.65,-0.693,0.0495,85.92
C,125,179.85,8.98,0.81,0.52,1.444,WARNING,177.77,8.75,0.946,0.0499,86.33
C,126,180.17,9.04,0.59,0.51,0.693,WARNING,178.6,8.84,-0.751,0.0502,88.28
C,127,181.66,9.14,0.7,0.51,1.243,WARNING,179.58,8.95,0.55,0.0503,89.01
C,128,183.01,9.2,0.73,0.5,1.105,WARNING,180.74,9.04,-0.138,0.0503,91.5
C,129,183.77,9.3,0.77,0.5,0.605,WARNING,181.69,9.13,-0.5,0.0506,91.88
C,130,184.66,9.41,0.74,0.5,1.552,WARNING,182.65,9.22,0.947,0.051,92.33
C,131,186.01,9.53,0.59,0.5,1.57,WARNING,183.82,9.32,0.018,0.0512,93.0
C,132,186.96,9.63,0.65,0.5,1.213,WARNING,184.88,9.41,-0.357,0.0515,93.48
C,133,188.37,9.69,0.75,0.5,1.362,WARNING,185.95,9.51,0.149,0.0514,94.18
C,134,190.1,9.79,0.75,0.5,1.474,WARNING,187.22,9.61,0.112,0.0515,95.05
C,135,190.59,9.92,0.79,0.5,0.703,WARNING,188.41,9.71,-0.771,0.052,95.3
C,136,190.93,10.05,0.6,0.5,0.708,WARNING,189.39,9.82,0.005,0.0526,95.46
C,137,192.1,10.11,0.67,0.5,0.983,WARNING,190.42,9.91,0.275,0.0526,96.05
C,138,193.25,10.2,0.6,0.5,0.683,WARNING,191.39,10.01,-0.3,0.0528,96.62
C,139,194.63,10.27,0.59,0.5,1.063,WARNING,192.3,10.11,0.38,0.0528,97.32
C,140,167.95,7.5,0.83,0.44,4.032,CRITICAL,187.77,9.63,2.969,0.0447,94.05
